text,pengaksesan,transaksi,akun,cs,performa
transfer aplikasi membantu isi saldo transaksi upgrade proses upgrade dipermudah dipersulit dana dana ektp foto buram diganti dokumen sim dan lain-lain ovo komunikasi tetap jawaban memuaskan solusi terimakasih ovo,0.0,1.0,1.0,0.0,0.0
kehabisan modal min untuk maintenance aplikasi login aplikasi update terbaru coba handphone no chace apalah ipo min lumayan bertambah modal,1.0,0.0,0.0,0.0,0.0
menjadi seseorang alamualaikum mas ovo masukan netijen kedepannya mesin atm setor tarik khusus ovo anak pesantren bayar juta pakai scan ovo transfer bank biaya adminnya anak bayarannya kurang kepotong admin coba mas ovo kasihan anaknya bayaran pakai ovo,0.0,1.0,0.0,0.0,0.0
urgent pakai acara daily limit cs tanya gak solusi disuruh tunggu bilang benaran urgent butuh dana,0.0,0.0,0.0,1.0,0.0
kurang puas pakai kartu kenak blokir gak login masuk pakai email gak tlng perbaiki apl,1.0,0.0,0.0,1.0,0.0
transfer saldo ovo diisi dibalikin rekening asal mengecewakan dicoba uninstall diinstall ulang tetap,0.0,1.0,0.0,0.0,0.0
akun keblokir cara aktifkan bantuan untuk aplikasi grab jadi terganggu terutama untuk bayar pakai ovo mail cs no respon no no respon,0.0,0.0,1.0,1.0,0.0
pihak ovo sebaiknya perlu pakai point point ternyata menyusahkan sedang apa point ternyata ribet pakai point point banget coba pakai point beli pulsa eh udah minggu detik pulsanya nth dimana beli pulsa ponit langsung masuk jadi ovo perlu iming point orang jualan pulsa terus pakai point kesal banget,0.0,1.0,0.0,0.0,0.0
pilihan untuk isi pulsa isi pulsa ribu minimal ribu baik perlu memakai ovo baik beralih aplikasi,0.0,1.0,0.0,0.0,0.0
kesini kurangajar aplikasi menerima duit topup saldo ovo tf alesan mlbihi batas limit mingguan terus balikin saldo gimana woi benar,0.0,1.0,0.0,0.0,0.0
sengaja pakai ovo terus upgrade premium mempermudah transaksi keuangan eh aplikasi susah bulan pemakayan pertanggal pakai transaksi limit aplikasi susah ovo,0.0,1.0,1.0,0.0,0.0
udah bagus mi contoh kayak transferan kasihan penjual pulsa kios transaksi max perminggu duitnya mandeg transferan luar masuk batasi tingkatkab sekian terima,0.0,1.0,0.0,0.0,0.0
untuk investasi ditawarkan produk bareksa untuk pembelian produk butuh untuk menjual cepat banget masuk ovonya butuh menit untuk proses pembelian penjualannya untuk ovo invest mestinya ditambah obligasi saham main pasar uang untukenambah nilai rupiahnya,0.0,1.0,0.0,0.0,1.0
top up codapay beli chip terus saldonya ovo kepotong pahdalan status gamenya gagal saldo kepotong cek dihistory riwayat terkhir pembelian uang hangus ribu jadiny,0.0,1.0,0.0,0.0,0.0
kecewa ovo beda ya penanganannya banget respon lambat pulsa udah gak masuk katamya penanganan gak masuk masuk payah payah gak pakai ovo,0.0,1.0,0.0,1.0,1.0
jam pulsa masuk uang kmbli beban app tambah gak jls tanggung jawab app dasar app gak jls laporan gak tanggapi sempak,0.0,1.0,0.0,0.0,0.0
pihak ovo masalah pembelian pulsa saldo berkurang pulsanya masuk status proses dikembalikan saldo ovo customer service fast responnya,0.0,1.0,0.0,0.0,0.0
menyarankan kalean download ovo lebih baik deh bilang lupa email sandi otomatis akun blok dengen sengaja solusi rasakan,0.0,0.0,1.0,1.0,0.0
aplikasi pertama masalah giliran kendala untuk perbaiki mengenai kesalahan teknis aplikasi min masa seminggu mencapai kali transaksi menggunakan ovo seminggu kali transaksi butuhkan,0.0,1.0,0.0,0.0,0.0
upgrade premier katanya menit berjam jam tidak bisa ktp udah difoto data udah lengkap eh tidak bisa curang,0.0,0.0,1.0,0.0,0.0
download ovo isi saldo belanja eh dibatalkan karana pihak tempat belanja ijo kesamaan alamat mengirim hadiah teman berbesar hati untuk jadi beli ijo terjadi ternyta saldo krim upgrade pakai ovo premier posisinya ktp jadi saldo berdiam ovo gunakan uangnya beli hadiah parah menyesal top up,0.0,1.0,1.0,0.0,0.0
fleksibel akun terblokir tetap disuruh kirim foto ktp surat pernyataan mengingat uang transaksi terakhir punya rekening bank ingat melakukan transaksi terakhir bank fleksibel,0.0,1.0,1.0,0.0,0.0
bagus top up kena biaya transfer kena biaya tingkatin sebelah biaya untuk topup transfer pelanggannya,0.0,1.0,0.0,0.0,0.0
kecewa pertama kali pasang tokped pakai login aplikasi ovonya top up terus janji topup ternyata ambilnya masalah brpapun biaya masalah beli onlen uang tertera jadi kurang topup lebih baik topupnya masalah mah masalah bad,1.0,1.0,0.0,0.0,0.0
mengecewakan transfer menjadi susah kali transfer dibilang kali seminggu ucap admin dewi transfer sodara membutuhkan,0.0,1.0,0.0,0.0,0.0
jam beli paket data pulsa masuk chat customer masuk gak ovo benerin,0.0,1.0,0.0,0.0,0.0
sumpah sisa saldoku terus top up ribu saldonya jadi ribu biaya admin harap note terbaca langsung ach,0.0,1.0,0.0,0.0,0.0
aplikasi tolol download aplikasi uang transfer rekening bank uang belikan pulsa memberikan tahu menyesal kayak,0.0,1.0,0.0,0.0,0.0
kecewa aplikasi ovo transaksi gagal saldo kepotong nominalnya berharga terimakasih atas layanan terburuk,0.0,1.0,0.0,0.0,0.0
dianjurkan memakai ovo top up beberaap kali ovo memiliki batas top up diberitahukan konsumen pelayanan ovo mengecewakan hati investasi ovo permasalahan top up menunggu apali eermasalaha invest,0.0,1.0,0.0,0.0,0.0
kak beli paket internet disitu saldo kirim email diproses log kode verifikasi dipersulit,1.0,1.0,1.0,1.0,0.0
lupa security code gak login akun blokir pihak ovo kirim kode verifikasi cepat dana masuk cepat giliran pengguna masalah lepas tangan meminta menunggu doang serahkan costumer suppo costumer supponya ceoat respon respon giliran meminta bantuan jawaban membantu berawal suruh menunggu jam selanjut suruh menunggu jam gak gila,1.0,0.0,1.0,1.0,1.0
server ovo terhormat tanggapi transfer ovo bank transfer gagal coba seminggu pas genting,0.0,1.0,0.0,0.0,0.0
ovo kacau isi pulsa saldo ovo terpotong pulsa masuk solusi live chat membantu transaksi pakai ovo baik baik ovo kacau saldo terpotong pulsa masuk,0.0,1.0,0.0,0.0,0.0
habis ditipu penipu menerima uang mobile banking ovo punya caranya melaporkan akun ovo penipu memblokir akun ovo penipu,0.0,1.0,1.0,0.0,0.0
informasi jelas transaksi dilakukan berhasil memanfaatkan promo berlaku kecewa ternyata transaksi dilakukan mendapatkan promo ditawarkan terkesan tersembunyi dibalik syarat ketentuan berlaku fintech asal singapura booming melakukan,0.0,1.0,0.0,0.0,0.0
aplikasi gagal transfer tiga kalinya gak rekening hubungi customer jawabannya membantu menyalahkan nasabah,0.0,1.0,0.0,0.0,0.0
beli saldo ovo toko masuk berkurang kemana pergi oh ternyata bayar menyebalkan saldo ovo jadi kuota berkurang menyesal pakai aplikasi,0.0,1.0,0.0,0.0,0.0
uninstall dikenakan biaya isi dipotong bank pengisi potong biaya dirugikan konsumen beralih cari sistem pembayaran kawan sdra pengguna ovo yuk beralih diisi ovo gimana kabar gopay share pengalaman tahu bagus,0.0,1.0,0.0,0.0,0.0
transaksi gagal aplikasi eror jumlah transfer dibatasi hapus pembatasan transaksi gunanya pakai ovo kemudahan transfer berkali kali jualan loh dibatasi wkwkwk konyol hahaha ajukan keluhan kontak sekian basi coi basi pikir membuang waktu melaporkan mengajukan kendala cs gunanya kolom ulasan pengguna tinggal pindah aplikasi dana jelas jauh baik,0.0,1.0,0.0,1.0,0.0
sumpah aplikasi parah tf ovo gak tf bank beli voucher geogel plal menunggu jm bisanya top up doang kesini kecewa,0.0,1.0,0.0,0.0,0.0
perbaiki sistem akun log out untuk pergantian nomor handphone persulit uang nyangkut akun ovo pihak ovo mempersulit untuk proses verifikasi menyesal pakai aplikasi,0.0,1.0,1.0,0.0,0.0
untuk transaksi pembelian token listrik pln prosesnya banget kolab indosat konsisten kadang kadang umtuk biaya topup potong saldo jadi beli penjual eceran bayar dobel rekomended,0.0,1.0,0.0,0.0,0.0
kali berturut blokir terus salah pin salah handphone aplikasi kesalahan salah pin coba fikir kali berturut pelan pencet pinnya salah tetap,1.0,0.0,0.0,0.0,0.0
isi saldo akun tiba tiba masukkan pin amanan salah coba mengeluarkan masuk terjadi kesalahan jelas asu,1.0,1.0,1.0,0.0,0.0
kecewa kali gangguan kali inj tansfer kemanapun ovo bank coba kuota wifi ganti pasword tetap kecewa uang melekat akun bank ovo tujuh memenuhi batas tansfer harian bulanan sdgkan teman tnsfer coba perbaiki ovo bos pengguna kecewa pengguna bakal uni instal,0.0,1.0,1.0,0.0,0.0
denga ovo transfer rekening gagal tsr premier kemarin tf belakangan jelaskan,0.0,1.0,0.0,0.0,0.0
payah banget aplikasi gara terpaksa pindah device histori jadi hilang butuh untuk rekapan dagangan sistemnya loginnya ribet histori hilang kecewa banget dulunpadahal login pakai sms kode verifikasi enak histori tetap terus tambah tambah memudahkan tambah menyulitkan,1.0,0.0,1.0,0.0,0.0
ya masalah pengisian pulsa dipercepat butuh banget pulsa untuk pengerjaan tugas pembelian diproses pukul saldo diterima kirim proses butuh pulsa tugas masa menunggu jam butuh masa menunggu banget dipercepat untuk pembelian pulsa,0.0,1.0,0.0,0.0,0.0
beli pulsa saldo ovo kepotong jam sampenya butuh banget pulsa tlfon keluarga pulsanya pelayanannya,0.0,1.0,0.0,0.0,0.0
live chat nyediain solusi jual beli pulsa saldo potong pulsa gantung batalin pitur live chat bantu kecewa anjing,0.0,1.0,0.0,0.0,0.0
login terjadi kesalahan nomor udah benar diperbaiki jadi malu pas balik resto pulang rumah untuk mengambil uang developer fitur ovo login cara memakai fitur login pas meminta update login,1.0,1.0,0.0,0.0,0.0
ovo tanggapi komplain tanggal tanggal respon isi ulang pulsa laporan tetap diproses saldo ditarik pulsa masuk kerjasamanya,0.0,1.0,0.0,1.0,0.0
ovo mengecewakan mulai ovo point dipakai transaksi giant pakai voucher swab antigen diakses akunnya emergency bengong ugd rs bayar bawa anak orang maintenance pengumuman telpon cs pak jawabannya standar maaf atas ketidaknyamanannya bla bla kapok kapok kapok becus,0.0,1.0,0.0,1.0,0.0
tranfer bank gagal beli pulsa gagal laporkan cs jawaban memuaskan terus baik unistal transfer beli pulsa,0.0,1.0,0.0,1.0,0.0
investasi ribu untung perak sebulan parah lebih baik puter usaha duit proses beli unit jadi malas orang invest profitnya,0.0,1.0,0.0,0.0,0.0
uang terpotong keterangan proses terus no tujuan transfer masuk meminta bantuan balasannya terus teruskan tim saldo kembali terpotong,0.0,1.0,0.0,0.0,0.0
ngerugiin orang masa kemarin login tidak bisa masuk gagal terus uangnya akun diperbaiki aplikasi ngerugiin orang chat cs berkali tindakannya jaringan udah stabil udah mengikuti prosedur dikasih tetap tidak bisa,1.0,0.0,1.0,1.0,0.0
masukkan kode benar salah blokir konyol kesempatan aneh uninstall drdlu pengguna ovo metode pembayaran menyusahkan uninstal titik,1.0,1.0,0.0,0.0,0.0
soalnya upgred pakai ektp pakai kartu keluarga soalnya ektp ktp suami enggal,0.0,0.0,1.0,0.0,0.0
hadeh aplikasi ovo udah foto ktp udah upgrade transfer isi pulsa transfer ovo saldo puluh ribu terpaksa uninstall aplikasi ovo,0.0,1.0,1.0,0.0,0.0
sumpah ovo benar jelek pindahin akun handphone diblokir maksudnya coba terus disuruh csnya melakukan hasilnya tetap nihil diblokir kecewa perasaan ovo kayak jadi ribet sistemnya bagusan aplikasi sebelah serius pak bu orang kena masalah cepat diurus,0.0,0.0,1.0,0.0,1.0
transper menerima uangpun potong salah dikit blokir nilai plus uninstal gak shari keluar terus gak masuk uang hangus planggaran gak jelas melakukan apapun,0.0,1.0,0.0,0.0,0.0
aplikasi tahi jelas mengisi pulsa nomor taunya masuk nomor menyesal install aplikasi perlu aplikasi hapus,0.0,1.0,0.0,0.0,0.0
ovo bangus sayangnya untuk fitur ovo invest waktu proses untuk beli jam proses menjual update bintang puas bintang,0.0,1.0,0.0,0.0,0.0
ternyata bnar playanan buruk buruk keluhan silakan hubungi hai ratus ribu pulsa telepon no trsbut solusi tunggu tunggu tunggu maaf pak ibu pastikan menerima keluhan masalah ditangani team terkait halo sebesar bank baca nasabah sesulit menangani masalah,0.0,1.0,0.0,0.0,0.0
bonafit ok ktp akun aneh now watching menarik uang menutup akun ditarik uang eh kata cs nama sesuai sesuai hongkong jelas nama tertera dibilang sesuai kapok top up ovo jadi rugi untung,0.0,1.0,1.0,1.0,0.0
saldo susah banget transfer rekening bank berhari gagal terus nggak apps sebelah hitungan menit ditf sistemnya lambat jelas tf tetap,0.0,1.0,0.0,0.0,1.0
informasi min login google play service katanya update aplikasi handphone versi aplikasi keuangan sebelah ovo masuk bantu jawab,1.0,0.0,0.0,0.0,0.0
akun blok disuruh telepon call canter hubungi proses bilangnya menunggu email jam email dibank ebanking blok telepon call canter langsung aktiv kembali uang dalamnya masalah berhubung uangnya untuk keperluan urgent rugi simpan uang,0.0,1.0,1.0,1.0,0.0
pelayanan buruk beli token listrik via ovo sebesar eeh menunggu jam konyol konyol lambat mengecewakan,0.0,1.0,0.0,0.0,1.0
parah dana akun saldo pergantian ovo premier data terpakai parah komplain pengajuan meminta solusi bantuan membantu parah ovo nomor rusak hilang sayangkan saldo hangus,0.0,1.0,1.0,0.0,0.0
daftar premium nggak coba beratus beratus ratus kali nggak maksudnya tebak transaksi eror hilang duit ngubungin syukur balik duit nggak lebih baik hapus aplikasi nggak jelas sumpah,0.0,1.0,1.0,0.0,0.0
ovo security code word benar pakai transaksi tokopedia pas kemarin sore untuk aplikasi ovo,0.0,1.0,0.0,0.0,0.0
logout masuk ulang no benar jaringan stabil gagal memproses coba kepentingan cepat transfer susah no rek dan lain-lain benar uangnya masuk akun gagal terus,0.0,1.0,1.0,0.0,1.0
payah ovo beli pulsa listrik ditunggu jam proses terus terlanjur listrik mati saldo kepotong malam malam gelap gulita ternyata keluhan proses pembayaran onlen ah beralih flip service terus,0.0,1.0,0.0,0.0,0.0
awal pakai aplikasi lancar sebulan mulai masalah transaksi gagal anehnya gagal terus saldonya dipindahkan hapus maaf terima email ditanggapi,0.0,1.0,0.0,1.0,0.0
masuk akun ovo terblokir disana uang cukup beli susu anak seminggu ovo diperbaiki mencari uang gampang,0.0,1.0,1.0,0.0,0.0
ovo bertanggung jawab banget ya menghubungi cs bilang kendala disuruh login ulang coba uninstall dilakuin tetap bilang terus untuk perusahaan apanya udang ribu untuk berharga pihak ovo bilang kendala dimana tanggung jawab,1.0,0.0,0.0,1.0,0.0
tanggal juli tlh beli pulsa ribu tanggal juli pulsa masuk konfirm call center ovo clear biaya untuk konfirm bsr pulsa beli maaf mengecewakan ovo membuat transaksi mdh untuk transaksi berhasil jadi untuk ditingkatkan pelayanannya smntr untuk pulsa beli biarlah konfirm menanggung kerugian perhatian pengembang trmksh,0.0,1.0,0.0,0.0,0.0
error gimana top up gak login gak jelas aplikasi disuruh kirim email direspon kembalikan uang benaran parah aplikasi kirim email gak direspon gak solusi berkali uninstal instal ulang tetap gak taiklah makanlah uangku kusumpahi sial turunan,1.0,1.0,0.0,1.0,0.0
woi pihak ovo aplikasi error sengaja makan uang costumer kembalikan dana berarti respon suruh email cs respon lamban kecewa pakai ovo,0.0,1.0,0.0,1.0,0.0
internet stabil transfer langsung turun internetnya pakai dana internet kb internet transfer pakai dana internet stabil kayak pakai ovo tlong diperbaiki disuruh telepon cs langsung transfer,0.0,1.0,0.0,1.0,0.0
aplikasi bagus masuk akun ovoku dikirimkan kode verivikasi digit dikirimkn digit masuk akun ovoku,1.0,0.0,1.0,0.0,0.0
aplikasi jelas upgrade data benar pengajuan upgrade ditolak terus mengirim email keluhan tetap bae tolak gunanya aplikasi butub alat transfer sekedar pembayaran,0.0,1.0,1.0,1.0,0.0
halo ovo kecewa pelayanan mu akun kena blokir saldo lumayan telpon cs suruh tunggu jam ketentuan konfirmasi coba hubungi cs chat suruh tunggu harian cob telpon cs suruh menunggu penjelasannya,0.0,1.0,1.0,1.0,0.0
hati hati pribadi merasa kecewa pelayanan aplikasi keluhan dimana trafers uang walet nomor rekening bank gunakan minggu berlalu dana balik akun dana ludes makan rayap,0.0,1.0,1.0,0.0,0.0
kemarin malam transfer rekening bank gagal terus jaringan stabil pas dibutuhkan jadi ngendap ovo terus saran terima kasih,0.0,1.0,0.0,0.0,0.0
tanggal juni mencoba melakukan transaksi pembelian kuota internet omg via ovo kiriman kuota diatas maaf terpaksa sampaikan semoga tanggapan coba chat pusat bantuan ovo disuruh menghubungi provider selanjutnya hubungi pihak telkomsel solusi katanya transaksi via ovo kemudahan alami kesulitan penjelasan,0.0,1.0,0.0,0.0,0.0
maaf pihak developer aplikasi untuk rating bintang update aplikasi versi terbaru gagal transaksi terutama untuk transaksi pembelian pulsa ditindaklanjuti,0.0,1.0,0.0,0.0,0.0
perbaiki untuk scan pembayaranya bida gunakan handphone tidak bisa memakai scan pembayaran,0.0,1.0,0.0,0.0,0.0
transfer rekening bank gagal terus nomor rekening gagal sinyal bagus reuninstall tetap katanya digital lambat payah perbaiki masa pakai vpn pas transfer rekening bank aduh kayak ilegal,0.0,1.0,0.0,0.0,1.0
kemarin tanggal isi saldo tanggal bank manapun transfer apgreat perhatiannya kerjasamanya ovo,0.0,1.0,0.0,0.0,0.0
kecewa kirim mail telepon call center perihal transfer berhasil juni uangya masuk ditunggu kembali telepon call center jawabanya uangya dikembalikan pertanyaan dikembalikan sms mail pihak ovo uang dikembalikan ovo perusahan besar sayang call centre memuaskan pelanggan silakan cek anggota call center selasa juni jam percakapan menit,0.0,1.0,0.0,0.0,0.0
saldo terakhir transfer berakhir kerjasama terimakasih menjadi dompet elektronik andai jadi membaik komentar merasa puas system membatasi pemberitahuan jelas kekecewaan rasakan kondisi urgent,0.0,1.0,0.0,0.0,0.0
responnya memberikan solusi mentransfer rekening bank manapun chat cs bilang salah akun udah instal ulang koneksi stabil tetap,0.0,0.0,1.0,1.0,0.0
menguhubungi bantuan email sms telpon jawabannya terlambat terus harap tunggu harap tunggu menunggu email meminta tambahan waktu masalah terselasaikan anggap infaq shodaqoh ovo bangkrut cukup seumur hidup untuk gunain aplikasi trash kayak maaf tryout sayang faktanya lapangan,0.0,0.0,0.0,1.0,0.0
bingung loginnya pakai no handphone sdgkan no hpnya aktif tlfon cs ovo inbox via gmail pergantian no alhamdulillah cepat banget responnya penting no ingat alhamdulillah login kembali saldonya utuh terimakasih ovo semoga sukses semoga kedepannya dipermudah login via mail tlpon hilang gak aktif,1.0,0.0,0.0,1.0,1.0
kecewa uninstall tetap transfer bayar kecewa perbaiki perbaiki ubah bintang terimakasih,0.0,1.0,0.0,0.0,0.0
top up vocher permainan bebas fire masuk menunggu jam permainan saldo ber kurang atasi pelaya nan cepat,0.0,1.0,0.0,0.0,1.0
terima menghubungi ovo bunga membantu terkait keluhan pembelian pulsa maaf atas ketidaknyamanannya sehubungan kendala sampaikan data transaksi teruskan bagian terkait dilakukan pemeriksaan status transaksi koreksi ovo cash ovo point transaksinya gagal kesediaannya untuk menunggu prosesnya waktu kerja bapak wahyudi mengunjungi pusat,0.0,1.0,0.0,0.0,0.0
daftarnya ribet banget tranfer bank bayar transfer terus pelayanan chatnya buruk memuaskan,0.0,1.0,0.0,0.0,0.0
pengguna upgrade ovo premier top up transfer genting mencoba sign out terus sign tetap diperbaiki,0.0,1.0,1.0,0.0,0.0
top up mandiri ovo mandiri potong masuk udah top up gamasuk gimana cs maling diam,0.0,1.0,0.0,1.0,0.0
pihak ovo gimana tf bank ovo chat cs udah mengikuti langkah suruh uninstall balik download tetap tidak bisa pihak ovo jelas diperbarui tambah,0.0,0.0,0.0,1.0,0.0
transfer bank baca gak udah ovo premier pas coba transfer gopay udah chat customer servicenya gak solusi payah,0.0,1.0,0.0,0.0,0.0
transfer berhasil terus jauh dana lebih baik pakai aplikasi dana pakai ovo mengesalkan sumpah,0.0,1.0,0.0,0.0,0.0
dimana platform bagus kebalik pulsa beli menunggu malam proses katanya mitranya proseslah tersedia pulsa tampilkan detail pembelian pulsa emosi,0.0,1.0,0.0,0.0,0.0
lebih baik beralih deh merchant dana banding ovo kendala pakai ovo susah transfer transfer berjam keterangan error topup kenak biaya transfer kenakan biaya beralih merchant merugikan konsumen,0.0,1.0,0.0,0.0,0.0
cs ovo transfer aplikasi dana uang masuk komplen via email suruh menunggu kabar bukti transfer kirim via email kabar,0.0,1.0,0.0,1.0,0.0
akun diblock tahu top up uang hilang menyesak geram marah aplikasi memberi solusi efisien cepat memberi hasil cara penyelesaian masalah terkesan bertele,0.0,1.0,1.0,0.0,1.0
login saldo ovo tokopedia pas login akun blokir jelas banget akun nomor pin ovo login,1.0,1.0,1.0,0.0,0.0
perlu beli diamond mobile legends lewat ovo percumah keamanannya lemah top up dikasih kode sehari dikasih kode dipakai orang chat berkali jawabannya dituduh nyebarin kode otp anjing kontl mmq mencari duit susah diprank aplikasi kntl,1.0,1.0,0.0,0.0,0.0
responnya bertransaksi langsung akses beli pulsa berjam masuk masuk direfund saldo kepotong,0.0,1.0,0.0,0.0,0.0
pihak ovo masa batas salah kali lupa pin jadi dipersulit pin ingat pin pin jadi tambahkan batas salah salah melewatkan promo beli eh gara gara salah pin masa disuruh menunggu jam terlanjur habis promonya beri pengguna kebebasan masa salah terus blokir jam,1.0,1.0,0.0,0.0,0.0
dana kembalikan pihak ovo bentuk saldo ovo tetap kecewa awal membuat buang tenanga waktu untuk mengkonfirmasi lewat kedua belah pihak lanjut ulangi ya ovo tingkatkan pelayanan service baik untuk coutemer terimakasih,0.0,1.0,0.0,0.0,0.0
ternyata doang transfer bank dana intesif pemerintah transfer tetap bilang dwitnya pakai investasi kali jadi langsung dikasih punya kecewa tahu lebih baik daftr pakai goq cepat kartu prakerja lebih baik jagan pakai ovo terimakasih,0.0,1.0,0.0,0.0,1.0
masuk ovo nomer terdaftar tokopedia awalnya digunakan meminta reset jadi benar kualitasnya menurun kembalikan uang topup perbaiki benar aplikasinya menyusahkan orang percaya transaksi pakai ovo jadi percaya,0.0,1.0,0.0,0.0,0.0
aplikasi cukup mudah digunakan top up cara mudah sayangnya login akses mengesalkan banget pakai fingerprint masukkan pin mengulang,1.0,1.0,0.0,0.0,0.0
atur ulang sandi ribet terblokir kali potongan saldo topup saldonya jadi kurang ribu jadi repot transaksi pas pasan isi ulang minimal ribu,0.0,1.0,0.0,0.0,0.0
elah ovo mbelgedes respon keluhan suruh hubungi cs meminta maaf kamia berbaiki perbikan ovo invest balesannya maaf kakak atas ketidaknyamanannya woy perbaiki meminta maaf terus aplikasi emosi,0.0,0.0,0.0,1.0,0.0
instal aplikaai ovo dibuat bingung setiapkali masukan kode prifikasi dikirim sms rasa benar memasukan angkanya disuruh coba coba ulangi ulagi tetap,1.0,0.0,0.0,0.0,0.0
upgrade susahnya meminta ampun cs terus yakin aman kedepannya benar mengecewakan,0.0,0.0,1.0,1.0,0.0
pengguna kemarin kemarin transfer ovo ya terus bayar paket belanja hadeh aneh uang untuk transfer ovo cukup maaf bintang perbaiki transfer ovo lebih baik uinstall,0.0,1.0,0.0,0.0,0.0
upgrade premium berhasil foto ktp pas dimunta untuk isi data bagian kecamatan tersedia pilihan sesuai,0.0,0.0,1.0,0.0,0.0
log out perbaiki butuh uang ovo inh sistem ginih gmnh sinyal udah uninstal instal gax suruh menunggu kayak gnih udah telfn bolak balik tetap gax gagal memproses malu gmnh inh perbaiki secepatnya butuh uang aplikasi ovo atas nma eka supriyati,0.0,1.0,0.0,0.0,0.0
aplikasi ovo salah satu termasuk tempat wadah penyimpanan uang potongan bulan menurut pribadi aplikasi membantu untuk berbelanja membeli vocher membayar token listrik dan lain-lain terus berikan performa bagus ya ovo merugikan mempercayai terimakasih,0.0,1.0,0.0,0.0,1.0
bantuannya kesal menunggu kode dikirim nomer loh menunggu menit nomer verifikasi respon pihak app ovo,1.0,0.0,1.0,1.0,0.0
kali top up komplin saldo masuk masuk komplin saldo tahu kemana kacau kacau kacau,0.0,1.0,0.0,0.0,0.0
kecewa melakukan transaksi aplikasi ovo sungguh mengecewakan melakukan transfer akun bank coba terus memalukan pemakaian ovo,0.0,1.0,1.0,0.0,0.0
pertama kali transfer dana ovo rekening bri masuk jam bingung pikiran eh taunya dana balik akun coba transfer menit masuk rekening transaksi lainpun lancar ovo ok,0.0,1.0,1.0,0.0,0.0
update masuk akun ovo awalnya melakukan transaksi untuk melanjutkan transaksi meminta kode keamanan masukkan kode tolak sesuai meminta update aplikasi update masuk akun ovo kali isi nomor akun ovo meminta memasukkan kode keamanan tolak menggantinya hubungi call center,1.0,1.0,1.0,0.0,0.0
admin daftar akun gak salah benar sesuai panduan verifikasi email gak email masuk salah terimakasih,0.0,0.0,1.0,1.0,0.0
login atur ulang word akun terblokir masak atur ulang word gagal terus catat word kertas masukkan tetap gagal terus terblokir akun punya sistem perbaiki,1.0,0.0,1.0,0.0,0.0
sengaja bintang baca masa transfer bank alasan udah limit mingguan perasaan jutaan transfer terus bela membela akun eh tetap turun rating ovo,0.0,1.0,1.0,0.0,0.0
ovo jelek transfer bank gagal melulu akun premier transaksi gagal terus asik ah,0.0,1.0,1.0,0.0,0.0
kecewa banget kendala terus awal kendala disuru surat kepolisian terus informasi tahu tahu langsung proses menunjukkan surat terus surat ngerjain buang buang waktu syaa buang buang uang pemblokiran langsung ovonya kepolisian mempersulit ubah security code ampun,0.0,1.0,0.0,0.0,0.0
top up ovo masuk uangnya aduh gimana uangnya masuk top up statusnya brilink berhasil uangnya masuk ovo trimakasih atas tanggapan cepat aduan top up masuk akun ovo jadi digunakan deh perbaharui bintangnya jadi bintang makasiih ovo top deh,0.0,1.0,1.0,0.0,1.0
aduh transfer susah banget error terus lebih baik pindah dana guys,0.0,1.0,0.0,0.0,0.0
aplikasinya parah beli pulsa isi rugi duit malingin aplikasi download uangnya hilang tidak ada respon pelayanan kacau dipercaya,0.0,1.0,0.0,1.0,0.0
kecamatan bogor selatan perbaharui app ktp sesuai aplikasi kumplit husus bogor kecamatan bogor selatan,0.0,0.0,1.0,0.0,0.0
ovo tambah ribet konsumen kena potong transfer ovo gagal eror terus pokok ovo hancur perlu pakai ovo dana terpakai,0.0,1.0,0.0,0.0,0.0
kecewa apl ovo transper telkomsel beda jam no sn kepotong saldo masuk jadi diproses menyampaikan keluhan respon lambat indikasi lempar lempar kerja respon lambat menanggapi keluhan pelanggan,0.0,1.0,0.0,1.0,1.0
beli voucher google play kali direndeem alasannya sesuai negara asal beli ovo tersesat negara kerugian balikin kode vouchernya lanjut laporan google ovo upload dokumen bohong,1.0,1.0,0.0,0.0,0.0
ovo transfer bank transfer kali gagal terus parah banget saldo biaya adminnya cukup solusi awas saldo hangus terimakasih masalah terselesaikan,0.0,1.0,0.0,0.0,0.0
cs ovo parah gak menyelesai masalah cs bilang maaf silakan tunggu jam muka gila butuh bantuan scepat suruh menunggu terlanjur modar mas parah,0.0,0.0,0.0,1.0,0.0
aplikasi masa stag dimenu word tru gambarnya muter doang masuk transfer kebijakan,0.0,1.0,0.0,0.0,0.0
pertama instal ewallet terus transaksi pertama lancar udah nyaman pakai ovo top up seminggu eh pas dipakai tidak bisa transaksi duit ngendap aplikasi cuy alfa indomaudh tidak bisa isi ovo gapecaya pasang isi saldo gede gede pas uninstall lega,0.0,1.0,0.0,0.0,0.0
min tanya maaf dikasih rating ovo tidak bisa transfer bank pikir disuruh update enggak taunya notif update,0.0,1.0,0.0,0.0,0.0
kecewa ovo mengalami kerugian melakukan transaksi vocer permainan unipin lewat ovo saldonya ambil eh kode voucher permainan muncul mengirim laporan lewat cs via telfon eh terus disuruh menunggu disuruh mengirim laporan via email dikirim lewat email dikira bakal langsung dikasih solusi eh taunya suruh menunggu kecewa banget ovo buruk banget pelayanannya,1.0,1.0,0.0,1.0,0.0
ovo ribet tranfers uang susah dana bagus ovo saran download ovo mendingan ndk usah download aplikasi ribet,0.0,1.0,0.0,0.0,0.0
